tipo_entidad,fecha_corte,renglon,desc_renglon,saldo_a_la_fecha,riesgo_a_c,riesgo_b_c,riesgo_c_c,riesgo_d_c,riesgo_e_c,venc1_6,venc6_12,venc+12,year_month
ESTABLECIMIENTOS BANCARIOS,2017-11-30,15,LIBRANZA OTROS,1798973.351172,85731,965,657,1027,746,39094.08326,2862.144796,0.0,2017-11-01
ESTABLECIMIENTOS BANCARIOS,2020-06-30,5,LEASING FINANCIERO TOTAL,19493149.426317,30159,1002,560,1428,780,267172.330268,193738.385386,267876.49342,2020-06-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-02-28,5,NO VIS PESOS TOTAL,4118.953125,87,0,0,0,0,72.005982,0.0,0.0,2018-02-01
ESTABLECIMIENTOS BANCARIOS,2016-10-31,25,LEASING FINANCIERO OTROS,2786649.54182,11066,516,174,332,64,82687.129342,18124.187282,18291.438525,2016-10-01
ESTABLECIMIENTOS BANCARIOS,2021-10-31,5,CORPORATIVO,25163762.21893,2022,41,25,46,77,37690.712751,18643.837535,889766.765449,2021-10-01
COMPAÑIAS DE FINANCIAMIENTO,2017-05-31,5,LEASING FINANCIERO TOTAL,217.98824,8,0,1,2,0,19.191935,0.0,0.0,2017-05-01
ESTABLECIMIENTOS BANCARIOS,2022-12-31,5,VEHÍCULO,101.883896,1,1,0,2,3,20.246398,53.163163,0.0,2022-12-01
ESTABLECIMIENTOS BANCARIOS,2015-10-31,10,LEASING FINANCIERO INMUEBLES DIF HABITA,154719.318784,168,46,3,3,1,3693.685289,0.0,279.20808,2015-10-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,1008.33283,9,0,0,0,0,0.0,0.0,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2020-05-31,5,MICRO MAYOR TOTAL,18418.099445,696,98,64,46,208,6598.950419,0.0,0.0,2020-05-01
ESTABLECIMIENTOS BANCARIOS,2019-01-31,5,L. HAB. VIS PESOS TOTAL,710.382462,10,0,0,1,0,0.0,0.0,0.0,2019-01-01
ESTABLECIMIENTOS BANCARIOS,2018-07-31,5,PYMES,67845.3342,143,9,8,16,0,249.353049,37.528455,0.0,2018-07-01
ESTABLECIMIENTOS BANCARIOS,2020-06-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,4667.851593,285,5,5,5,4,66.77391,37.99905,73.116187,2020-06-01
ESTABLECIMIENTOS BANCARIOS,2019-10-31,5,CORPORATIVO,5313.906164,5,0,0,1,0,973.143687,0.0,0.0,2019-10-01
ESTABLECIMIENTOS BANCARIOS,2015-06-30,5,LIBRE INVERSIÓN,1333566.898156,52717,964,877,594,1407,31560.031531,18256.954451,0.0,2015-06-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,5,TARJETA DE CRÉDITO TOTAL,657749.445148,115632,2622,1554,1894,1095,24001.866931,5759.597472,0.0,2015-09-01
ESTABLECIMIENTOS BANCARIOS,2019-12-31,5,NO VIS PESOS TOTAL,2607468.218941,24338,255,182,129,270,59850.698878,14516.144223,42056.554823,2019-12-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,5,CORPORATIVO,1571708.862757,127,5,14,3,3,0.0,5500.0,3285.69394,2022-03-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-04-30,5,CORPORATIVO,21505.617843,5,1,0,0,0,0.0,0.0,0.0,2022-04-01
INSTITUCIONES OFICIALES ESPECIALES,2016-05-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,193.282396,9,0,0,0,1,0.0,9.563525,0.0,2016-05-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,5,VIS UVR TOTAL,1272847.69064535,26112,1098,776,1290,785,89731.09634707001,27413.01121291,38176.75930714,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2022-02-28,5,PYMES,2028700.800575,7410,704,494,182,1770,37717.373397,43871.448168,115978.425885,2022-02-01
ESTABLECIMIENTOS BANCARIOS,2020-05-31,5,VIS PESOS TOTAL,9591.289828,595,38,24,24,42,515.953535,77.659563,508.269266,2020-05-01
ESTABLECIMIENTOS BANCARIOS,2018-03-31,5,CONSTRUCCIÓN TOTAL,707840.729577,105,28,7,18,20,2737.209415,9954.707963,4652.393639,2018-03-01
COMPAÑIAS DE FINANCIAMIENTO,2020-11-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,4080.034856,1,0,1,0,1,0.0,0.0,277.331182,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,5,FINANCIERO E INSTITUCIONAL,201.85306816,6,0,0,0,0,0.0,0.0,0.0,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2018-10-31,10,FINANCIACIÓN DE PROYECTOS VIALES DE 4G,22857.428148,1,0,0,0,0,0.0,0.0,0.0,2018-10-01
ESTABLECIMIENTOS BANCARIOS,2017-01-31,5,CORPORATIVO,4484044.75095,769,25,9,7,6,21362.157414,13073.21069,6263.974935,2017-01-01
COMPAÑIAS DE FINANCIAMIENTO,2019-02-28,25,LEASING FINANCIERO OTROS,711.265635,5,0,0,1,1,0.0,0.0,211.132664,2019-02-01
ESTABLECIMIENTOS BANCARIOS,2015-03-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,480936.950799,951,57,6,38,8,14582.970338,11513.261103,1061.471236,2015-03-01
ESTABLECIMIENTOS BANCARIOS,2016-07-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,1632710.977399,266870,4081,4691,4644,2741,73401.8251,8374.207699,0.0,2016-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2015-08-31,15,LIBRANZA OTROS,97243.539992,6029,245,110,91,356,2261.018747,1601.111134,0.0,2015-08-01
ESTABLECIMIENTOS BANCARIOS,2018-12-31,5,LIBRANZA TOTAL,23510.259483,2540,53,34,80,137,1311.994996,866.824271,0.0,2018-12-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,59.931626,10,0,0,0,0,0.0,0.0,0.0,2018-09-01
COMPAÑIAS DE FINANCIAMIENTO,2016-10-31,5,FACTORING,2839.856837,27,4,0,1,0,28.474456,17.373639,0.0,2016-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-09-30,5,LIBRE INVERSIÓN,218158.644354,23583,671,508,981,1276,8664.76259,11778.171644,0.0,2019-09-01
ESTABLECIMIENTOS BANCARIOS,2018-02-28,5,NO VIS UVR TOTAL,265770.035456,2554,110,58,70,56,15541.426203,5262.696246,4578.633861,2018-02-01
ESTABLECIMIENTOS BANCARIOS,2016-01-31,5,PYMES,352413.8247,368,14,9,14,1,1732.036917,493.473807,477.147475,2016-01-01
ESTABLECIMIENTOS BANCARIOS,2017-09-30,5,L. HAB. VIS PESOS TOTAL,3664.469381,58,1,0,0,0,321.33234,0.0,0.0,2017-09-01
COMPAÑIAS DE FINANCIAMIENTO,2020-01-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,1046.402718,5,1,0,1,0,0.0,0.0,8.741163,2020-01-01
ESTABLECIMIENTOS BANCARIOS,2020-06-30,5,LIBRE INVERSIÓN,155.7005,9,0,0,0,0,0.0,0.0,0.0,2020-06-01
ESTABLECIMIENTOS BANCARIOS,2021-04-30,5,TARJETA DE CRÉDITO TOTAL,39747.102449,12845,187,107,12,29,1673.726468,0.0,0.0,2021-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2021-03-31,5,EMPRESARIAL,782.725318,3,0,0,0,0,0.0,0.0,0.0,2021-03-01
ESTABLECIMIENTOS BANCARIOS,2023-06-30,5,OFICIAL O GOBIERNO,247340.04693,4,0,0,0,0,0.0,0.0,0.0,2023-06-01
ESTABLECIMIENTOS BANCARIOS,2020-08-31,5,MICROEMPRESA,13987.553829,75,1,2,3,0,39.442841,5902.875764,0.0,2020-08-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,1226.406078,48,0,0,0,0,0.0,0.0,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2022-10-31,5,PYMES,2455392.13945304,7032,1212,453,165,791,34669.70782383,18712.31705947,91435.38498947,2022-10-01
ESTABLECIMIENTOS BANCARIOS,2021-10-31,15,LIBRANZA OTROS,5452747.722295,164717,887,1424,1842,34,94367.385241,2858.133012,0.0,2021-10-01
ESTABLECIMIENTOS BANCARIOS,2017-11-30,10,LIBRANZA EDUCATIVO,1381.092672,53,2,2,0,3,13.223177,3.251329,0.0,2017-11-01
ESTABLECIMIENTOS BANCARIOS,2019-01-31,5,FINANCIERO E INSTITUCIONAL,326658.460293,128,3,0,2,1,298.054407,18.042077,17.235954,2019-01-01
ESTABLECIMIENTOS BANCARIOS,2021-10-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,13936.940974,302,2,0,1,0,41.188404,0.0,0.0,2021-10-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,5,MICRO MAYOR TOTAL,499368.45125,18349,700,482,411,2443,75399.353271,0.0,0.0,2017-07-01
ESTABLECIMIENTOS BANCARIOS,2015-06-30,5,NO VIS PESOS TOTAL,175839.880219,1700,19,10,3,15,2027.743265,252.310718,775.817707,2015-06-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-10-31,5,LIBRE INVERSIÓN,621881.235025,72445,3084,971,920,3074,15935.708601,16153.220064,0.0,2016-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-10-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,2607.943761,78,0,0,0,0,0.0,0.0,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2020-06-30,15,LEASING FINANCIERO VEHÍCULOS,8887.8407,27,3,0,4,4,0.0,463.481295,564.387276,2020-06-01
INSTITUCIONES OFICIALES ESPECIALES,2020-09-30,5,L. HAB. NO VIS PESOS TOTAL,37225.0019,355,0,0,0,0,0.0,0.0,0.0,2020-09-01
ESTABLECIMIENTOS BANCARIOS,2016-07-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,147108.58584,2212,7,0,0,0,0.0,0.0,0.0,2016-07-01
ESTABLECIMIENTOS BANCARIOS,2016-10-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,41138.452174,1690,40,39,30,36,1302.371636,439.226976,0.0,2016-10-01
ESTABLECIMIENTOS BANCARIOS,2017-04-30,5,CRÉDITO ROTATIVO TOTAL,70776.422308,8007,278,176,224,105,2602.227892,345.871921,0.0,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2015-10-31,5,CRÉDITO ROTATIVO TOTAL,1705.764809,12682,597,292,686,1893,129.673517,178.426274,0.0,2015-10-01
ESTABLECIMIENTOS BANCARIOS,2015-04-30,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,2563.41493,2118,107,43,43,38,152.588541,19.075203,0.0,2015-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-06-30,5,MICRO MAYOR TOTAL,365.711669,11,1,0,0,4,65.182018,0.0,0.0,2018-06-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,5,EMPRESARIAL,364.791303,6,0,1,0,0,42.62445,0.0,0.0,2018-01-01
COMPAÑIAS DE FINANCIAMIENTO,2016-06-30,5,LIBRE INVERSIÓN,604.928163,0,0,0,0,0,57.572986,0.0,0.0,2016-06-01
ESTABLECIMIENTOS BANCARIOS,2019-08-31,5,NO VIS UVR TOTAL,886740.523589,7226,202,112,192,335,56608.696188,10483.940795,45637.558867,2019-08-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,5,MICRO MENOR TOTAL,0.495254,0,0,1,0,0,0.495254,0.0,0.0,2018-09-01
ESTABLECIMIENTOS BANCARIOS,2022-07-31,5,MICRO MAYOR TOTAL,515530.770727,15973,200,108,153,327,13780.80089,0.0,0.0,2022-07-01
ESTABLECIMIENTOS BANCARIOS,2020-07-31,5,VEHÍCULO,3100994.692644,122107,1874,3592,1775,12195,75697.187563,77606.535392,0.0,2020-07-01
COMPAÑIAS DE FINANCIAMIENTO,2017-06-30,5,LIBRE INVERSIÓN,3052.363192,0,0,0,0,0,125.050967,22.235656,0.0,2017-06-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-10-31,5,CORPORATIVO,351.514678,1,0,0,0,0,0.0,0.0,0.0,2022-10-01
ESTABLECIMIENTOS BANCARIOS,2018-06-30,5,PYMES,116.614266,2,0,0,2,2,31.440741,14.954428,31.694344,2018-06-01
ESTABLECIMIENTOS BANCARIOS,2015-10-31,5,LIBRE INVERSIÓN,22246.67823,1994,142,42,93,28,979.890113,647.306858,0.0,2015-10-01
ESTABLECIMIENTOS BANCARIOS,2017-03-31,5,LIBRE INVERSIÓN,1508003.611126,57564,928,748,482,1418,35642.963764,27910.319221,0.0,2017-03-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-06-30,5,CRÉDITO EMPLEADOS VIVIENDA VIS,459.038606,16,0,0,0,0,0.0,0.0,0.0,2020-06-01
ESTABLECIMIENTOS BANCARIOS,2022-06-30,5,FINANCIERO E INSTITUCIONAL,22493.560398,3,0,0,0,0,0.0,0.0,0.0,2022-06-01
COMPAÑIAS DE FINANCIAMIENTO,2015-04-30,5,FACTORING,5488.718462,20,3,0,1,0,0.086771,54.924534,0.0,2015-04-01
COMPAÑIAS DE FINANCIAMIENTO,2017-05-31,5,EMPRESARIAL,2633.026185,37,0,0,0,0,0.0,0.0,0.0,2017-05-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-07-31,5,NO VIS PESOS TOTAL,10227.886337,156,0,0,0,0,215.971462,0.0,0.0,2016-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-10-31,5,EMPRESARIAL,29274.33915,15,0,0,0,0,0.0,0.0,0.0,2019-10-01
ESTABLECIMIENTOS BANCARIOS,2018-08-31,5,PYMES,106431.991471,38,3,0,0,0,0.0,0.0,0.0,2018-08-01
ESTABLECIMIENTOS BANCARIOS,2018-05-31,5,NO VIS UVR TOTAL,209689.787644,1894,139,66,118,33,25990.941935,3842.375778,3731.536859,2018-05-01
ESTABLECIMIENTOS BANCARIOS,2020-05-31,15,LIBRANZA OTROS,599956.336323,19765,433,254,425,358,22369.189911,787.867621,0.0,2020-05-01
COMPAÑIAS DE FINANCIAMIENTO,2016-08-31,15,LEASING FINANCIERO VEHÍCULOS,1973157.900378,6886,496,190,439,67,32892.342778,14780.005496,31905.256295,2016-08-01
COMPAÑIAS DE FINANCIAMIENTO,2018-02-28,5,LEASING FINANCIERO TOTAL,993.590375,9,4,2,1,0,293.212469,133.358953,0.0,2018-02-01
CORPORACIONES FINANCIERAS,2015-08-31,5,CORPORATIVO,252042.039272,14,0,0,0,0,0.0,0.0,0.0,2015-08-01
ESTABLECIMIENTOS BANCARIOS,2015-02-28,5,VIS UVR TOTAL,423939.002065,16834,996,650,231,424,33263.967243,7077.984522,9017.479012,2015-02-01
ESTABLECIMIENTOS BANCARIOS,2022-05-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,16405.28208,20514,1306,992,325,2636,819.122024,2326.513659,0.0,2022-05-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,8180.881008,304,0,0,0,0,0.0,0.0,0.0,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2016-12-31,5,FINANCIERO E INSTITUCIONAL,4658.030713,3,0,0,0,0,0.0,0.0,0.0,2016-12-01
ESTABLECIMIENTOS BANCARIOS,2016-12-31,5,CRÉDITO ROTATIVO TOTAL,23495.222218,4461,70,54,57,98,1250.733507,474.023107,0.0,2016-12-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,5,VEHÍCULO,401586.450128,6877,87,36,28,54,3929.488037,2803.598561,0.0,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,5,FINANCIERO E INSTITUCIONAL,3416862.25942,115,4,0,4,1,0.067544,363.025569,0.014755,2015-09-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-11-30,5,LIBRE INVERSIÓN,136708.953763,14433,351,256,327,801,4533.822575,5143.112365,0.0,2022-11-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-10-31,5,CORPORATIVO,125.934379,3,0,0,0,0,0.0,0.0,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2023-03-31,5,VIS PESOS TOTAL,3538996.1105009904,83958,1710,712,1154,1026,131881.58755292,21942.40281404,40345.33049827,2023-03-01
COMPAÑIAS DE FINANCIAMIENTO,2020-05-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,1335.016158,34,0,0,0,0,0.0,0.0,0.0,2020-05-01
ESTABLECIMIENTOS BANCARIOS,2019-09-30,10,FINANCIACIÓN DE PROYECTOS VIALES DE 4G,247466.770914,4,0,0,0,0,0.0,0.0,0.0,2019-09-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-10-31,5,CONSTRUCCIÓN TOTAL,30730.036928,16,0,0,2,0,0.0,284.993298,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2017-06-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,1064.851489,23,1,0,0,0,0.0,0.0,0.0,2017-06-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,5,EMPRESARIAL,172704.874124,295,9,1,36,55,2283.956174,1741.968509,9524.561627,2020-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-01-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,24349.265983,11,1,0,3,0,1463.174942,182.465573,0.0,2018-01-01
ESTABLECIMIENTOS BANCARIOS,2016-11-30,5,CORPORATIVO,7743.049196,21,2,2,3,0,4e-06,3e-06,0.0,2016-11-01
ESTABLECIMIENTOS BANCARIOS,2023-06-30,5,EMPRESARIAL,1851571.62253,1560,52,29,36,31,21209.758123,13691.433421,16466.066507,2023-06-01
ESTABLECIMIENTOS BANCARIOS,2020-03-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,51466.380559,53,1,1,4,7,85.376566,236.985607,1442.156347,2020-03-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2021-07-31,5,MICROEMPRESA,112207.708775,2705,81,26,92,44,928.745083,1286.940676,1777.97768,2021-07-01
COMPAÑIAS DE FINANCIAMIENTO,2016-12-31,5,EMPRESARIAL,93870.486057,105,7,6,8,4,1168.751687,2748.764376,0.0,2016-12-01
ESTABLECIMIENTOS BANCARIOS,2015-07-31,5,FACTORING,74295.295508,59,0,0,0,1,0.0,0.0,400.0,2015-07-01
ESTABLECIMIENTOS BANCARIOS,2020-06-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,228173.202208,132509,777,494,979,4747,4561.915061,12967.472093,0.0,2020-06-01
ESTABLECIMIENTOS BANCARIOS,2017-01-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,497221.606486,88639,2130,1275,1932,1038,21483.216852,5407.994239,0.0,2017-01-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,3185404.710635,498,21,10,11,37,77750.342348,24223.549569,280318.233326,2022-03-01
ESTABLECIMIENTOS BANCARIOS,2018-10-31,25,LEASING FINANCIERO OTROS,1341106.696558,361,19,18,14,1,13381.216982,10939.861833,15090.552879,2018-10-01
ESTABLECIMIENTOS BANCARIOS,2016-01-31,5,FACTORING,2291.052802,0,0,0,1,4,0.0,0.0,2291.052802,2016-01-01
ESTABLECIMIENTOS BANCARIOS,2015-05-31,5,VIS UVR TOTAL,159446.986333,12118,1213,304,105,203,20141.438874,2243.87482,3214.650541,2015-05-01
ESTABLECIMIENTOS BANCARIOS,2017-10-31,10,LIBRANZA EDUCATIVO,523.863068,117,0,3,1,0,9.550379,0.0,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2019-08-31,5,NO VIS UVR TOTAL,328.531546,11,3,4,8,28,18.961884,5.911477,92.979911,2019-08-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-03-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,883.118058,22,0,0,0,0,0.0,0.0,0.0,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2019-02-28,5,PYMES,892100.907772,627,36,15,66,66,29094.25597,27809.858593,49012.431263,2019-02-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,5,CORPORATIVO,2296812.599075,279,24,22,15,3,21307.138226,122611.759676,37881.579403,2017-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-05-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,2311.463427,37,0,0,0,0,0.0,0.0,0.0,2020-05-01
COMPAÑIAS DE FINANCIAMIENTO,2021-06-30,5,MONEDA EXTRANJERA,9356.205395,5,0,0,0,0,0.0,0.0,0.0,2021-06-01
ESTABLECIMIENTOS BANCARIOS,2015-11-30,5,VIS PESOS TOTAL,7507.181859,573,31,20,28,70,282.910909,83.924828,233.346174,2015-11-01
ESTABLECIMIENTOS BANCARIOS,2021-07-31,5,MICRO MENOR TOTAL,77.265109,17,0,0,0,6,34.54024,0.0,0.0,2021-07-01
COMPAÑIAS DE FINANCIAMIENTO,2022-04-30,5,PYMES,115734.637422,117,16,13,18,2,2532.184928,530.789235,495.609192,2022-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-04-30,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,4705.017501,44,0,0,0,0,0.0,0.0,0.0,2022-04-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,5,CRÉDITO ROTATIVO TOTAL,722367.303881,101811,14356,11738,4273,931,108532.333025,278.037468,0.0,2020-11-01
COMPAÑIAS DE FINANCIAMIENTO,2019-11-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,1547.40404,1,0,1,0,1,0.0,0.0,277.331182,2019-11-01
ESTABLECIMIENTOS BANCARIOS,2015-03-31,5,LIBRANZA VIVIENDA NO VIS TOTAL,1047.155332,12,0,0,0,0,108.548686,0.0,0.0,2015-03-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,5,MICRO MENOR TOTAL,2857.839134,310,11,6,10,25,163.556027,0.0,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2016-10-31,5,OFICIAL O GOBIERNO,1374019.425451,77,5,2,1,3,0.0,0.0,1347.955753,2016-10-01
ESTABLECIMIENTOS BANCARIOS,2022-09-30,5,PYMES,157613.55975510998,35,1,0,0,1,0.0,0.0,1499.99998,2022-09-01
ESTABLECIMIENTOS BANCARIOS,2021-01-31,5,CORPORATIVO,1063239.959968,292,11,10,4,7,17287.193647,1466.896359,24915.17682,2021-01-01
ESTABLECIMIENTOS BANCARIOS,2016-01-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,65250.70068,14715,480,283,465,38,3790.805223,16.302876,0.0,2016-01-01
ESTABLECIMIENTOS BANCARIOS,2015-06-30,5,MICROEMPRESA,170704.15471,4968,173,66,164,64,3828.671796,1562.83314,3252.558762,2015-06-01
ESTABLECIMIENTOS BANCARIOS,2017-06-30,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,659241.677692,993,71,53,62,10,15905.218263,10305.945947,4415.54949,2017-06-01
ESTABLECIMIENTOS BANCARIOS,2023-07-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,1866.710771,1949,76,27,30,23,63.582819,8.782788,0.0,2023-07-01
ESTABLECIMIENTOS BANCARIOS,2023-04-30,5,PYMES,2009146.6915608896,246,3,11,6,16,7.29166639,300.0,11414.30672943,2023-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-03-31,15,LIBRANZA OTROS,15431.971533,1360,40,40,23,104,439.227057,474.082493,0.0,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,363966.503124,290,15,9,11,21,4712.649313,2449.269905,9028.852533,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2016-09-30,5,MICROEMPRESA,514808.600262,3931,267,86,353,144,9849.377567,4331.422618,8234.809463,2016-09-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,5,L. HAB. VIS UVR TOTAL,2437.41701566,48,4,6,3,8,164.41363716,27.60382375,173.82842548,2023-01-01
COMPAÑIAS DE FINANCIAMIENTO,2019-03-31,5,TARJETA DE CRÉDITO TOTAL,1061.24902,0,0,0,0,0,91.88494,2.626838,0.0,2019-03-01
ESTABLECIMIENTOS BANCARIOS,2015-07-31,15,LIBRANZA OTROS,5951.169645,801,10,2,4,0,27.360644,8.922306,0.0,2015-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-12-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,775.92754,48,1,0,0,0,0.0,0.0,0.0,2018-12-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,481438.752801,88447,1807,643,1525,857,14561.17031,3307.720914,0.0,2020-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-04-30,5,LIBRANZA TOTAL,15486.965342,1580,45,41,43,99,323.036986,464.162057,0.0,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2021-11-30,10,FINANCIACIÓN DE PROYECTOS VIALES DE 4G,252648.199756,2,0,0,0,0,0.0,0.0,0.0,2021-11-01
ESTABLECIMIENTOS BANCARIOS,2021-03-31,5,MICRO MAYOR TOTAL,102275.168092,4127,320,238,248,978,24660.86879,0.0,0.0,2021-03-01
ESTABLECIMIENTOS BANCARIOS,2017-10-31,5,FACTORING,286333.610179,456,16,4,6,12,1760.364274,224.213729,1100.463203,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2021-08-31,5,PYMES,108781.975732,1915,70,28,106,42,1804.925154,2184.679309,1587.438915,2021-08-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-05-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,2220.442517,47,0,0,0,0,0.0,0.0,0.0,2016-05-01
ESTABLECIMIENTOS BANCARIOS,2017-08-31,5,MICRO MENOR TOTAL,167.293519,18,3,1,0,8,59.898862,0.0,0.0,2017-08-01
COMPAÑIAS DE FINANCIAMIENTO,2016-09-30,5,LIBRANZA VIVIENDA VIS TOTAL,22.216742,1,0,0,0,0,0.0,0.0,0.0,2016-09-01
ESTABLECIMIENTOS BANCARIOS,2023-07-31,10,LIBRANZA EDUCATIVO,838.4450838099999,84,0,1,0,0,3.79155383,0.0,0.0,2023-07-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,5,CONSTRUCCIÓN TOTAL,4782.42022,3,0,0,0,0,0.0,0.0,0.0,2015-09-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,LIBRE INVERSIÓN,14465.12714,3725,135,100,208,660,601.340718,799.530304,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2016-11-30,5,CRÉDITO ROTATIVO TOTAL,584170.941582,50001,1958,1373,1532,781,40390.383023,33.547342,0.0,2016-11-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,5996.385113,282,0,0,0,0,0.0,0.0,0.0,2017-07-01
